id,cui_orig,cui_target,name_orig,name_target
4331,C0030410,C1004825,paracoccus,paracoccus aminovorans
4332,C0001250,C2645551,actinomyces,actinomyces oris
4333,C0042446,C2759037,veillonella,veillonella denticariosi
4334,C1629861,C2773836,odoribacter,odoribacter laneus
4335,C0445978,C3930537,clostridium litorale,peptoclostridium
4336,C1080715,C1827314,alcaligenaceae,castellaniella
4337,C0001250,C1223854,actinomyces,actinomyces oricola
4338,C1210563,C1026887,eubacteriales,syntrophomonadaceae
4339,C4128728,C1919304,patescibacteria,gracilibacteria
4340,C1066168,C0317970,pseudomonas aeruginosa group,pseudomonas alcaligenes
4341,C0010148,C1022915,corynebacterium,corynebacterium durum
4342,C1085534,C1005854,caldibacillus,bacillus thermoamylovorans
4343,C0004586,C1085534,bacillaceae,caldibacillus
4344,C1005854,C1085534,bacillus thermoamylovorans,caldibacillus
4345,C1071820,C1234261,anoxybacillus,anoxybacillus kestanbolensis
4346,C0001138,C1493481,acinetobacter,acinetobacter rhizosphaerae
4347,C5255920,C1062691,limnospira,arthrospira maxima
4348,C5663500,C5255920,sirenicapillariaceae,limnospira
4349,C1062691,C5255920,arthrospira maxima,limnospira
4350,C0562697,C5663500,oscillatoriales,sirenicapillariaceae
4351,C5255920,C5663500,limnospira,sirenicapillariaceae
4352,C5648066,C0317837,metamycoplasma,mycoplasma salivarium
4353,C4370250,C2988240,paraburkholderia,paraburkholderia sabiae
4354,C0995691,C1004774,amycolatopsis,amycolatopsis mediterranei
4355,C1003848,C0995691,amycolatopsis orientalis,amycolatopsis
4356,C1230248,C0995691,amycolatopsis pretoriensis,amycolatopsis
4357,C1230249,C0995691,amycolatopsis lexingtonensis,amycolatopsis
4358,C1230250,C0995691,amycolatopsis kentuckyensis,amycolatopsis
4359,C0995842,C0995691,pseudonocardiaceae,amycolatopsis
4360,C1004774,C0995691,amycolatopsis mediterranei,amycolatopsis
4361,C0318065,C1007161,dietzia maris,dietzia
4362,C1037126,C1007161,dietziaceae,dietzia
4363,C1037106,C1037126,mycobacteriales,dietziaceae
4364,C1007161,C1037126,dietzia,dietziaceae
4365,C1046489,C1046490,coprobacillus,coprobacillus catenaformis
4366,C1011299,C2269678,paenibacillus,paenibacillus pasadenensis
4367,C1028210,C1224084,hydrogenophilus,hydrogenophilaceae
4368,C1232667,C1224084,petrobacter,hydrogenophilaceae
4369,C1057064,C1224084,hydrogenophilales,hydrogenophilaceae
4370,C1224084,C1057064,hydrogenophilaceae,hydrogenophilales
4371,C0995267,C0995260,planctomycetaceae,planctomyces
4372,C0995257,C0995267,planctomycetales,planctomycetaceae
4373,C0995260,C0995267,planctomyces,planctomycetaceae
4374,C1222578,C0995257,planctomycetia,planctomycetales
4375,C0995267,C0995257,planctomycetaceae,planctomycetales
4376,C0008581,C0315057,chromobacterium species,chromobacterium violaceum
4377,C1045651,C1037119,tetrasphaera,intrasporangiaceae
4378,C1017329,C1037119,terrabacter,intrasporangiaceae
4379,C2651751,C1037119,humibacillus,intrasporangiaceae
4380,C1017401,C1037119,janibacter,intrasporangiaceae
4381,C1037105,C1037119,micrococcales,intrasporangiaceae
4382,C4386157,C1018786,selenomonadaceae,schwartzia
4383,C1062146,C4620480,erysipelotrichaceae,absiella
4384,C1011299,C2279261,paenibacillus,paenibacillus provencensis
4385,C0010148,C1077210,corynebacterium,corynebacterium mastitidis
4386,C0206347,C1052355,porphyromonas,porphyromonas gulae
4387,C0036765,C1621532,serratia,serratia proteamaculans
4388,C5648066,C1069168,metamycoplasma,mycoplasma phocicerebrale
4389,C0085508,C1190361,helicobacter,helicobacter cetorum
4390,C0936083,C0949472,borreliella,borrelia afzelii
4391,C0006813,C1031368,campylobacter,campylobacter lanienae
4392,C0315290,C0315291,rahnella,rahnella aquatilis
4393,C2658870,C1205344,blautia,ruminococcus schinkii
4394,C3636939,C0315253,lelliottia,enterobacter amnigenus
4395,C0014346,C3636939,enterobacteriaceae,lelliottia
4396,C0315253,C3636939,enterobacter amnigenus,lelliottia
4397,C1012458,C1012459,pseudobutyrivibrio,pseudobutyrivibrio ruminis
4398,C1904749,C1904748,jonquetella anthropi,jonquetella
4399,C4679145,C3924863,kineothrix,kineothrix alysoides
4400,C4592894,C5081580,muribaculaceae,paramuribaculum
4401,C1228943,C4429645,ruminococcaceae,drancourtella
4402,C5613157,C5593281,solibaculum,solibaculum mannosilyticum
4403,C1228943,C5613157,ruminococcaceae,solibaculum
4404,C5593281,C5613157,solibaculum mannosilyticum,solibaculum
4405,C4615562,C4115084,agathobaculum,agathobaculum butyriciproducens
4406,C0317516,C4615562,agathobaculum desmolans,agathobaculum
4407,C4115084,C4615562,agathobaculum butyriciproducens,agathobaculum
4408,C1004293,C1562220,coprococcus,coprococcus comes
4409,C1009400,C0317980,brevundimonas,brevundimonas vesicularis
4410,C4201541,C3066649,mageeibacillus,mageeibacillus indolicus
4411,C1228943,C4201541,ruminococcaceae,mageeibacillus
4412,C3066649,C4201541,mageeibacillus indolicus,mageeibacillus
4413,C4429587,C3626977,erwiniaceae,phaseolibacter
4414,C0004512,C0085463,azospirillum brasilense,azospirillum
4415,C5478987,C0085463,azospirillaceae,azospirillum
4416,C0035501,C5478987,rhodospirillales,azospirillaceae
4417,C0085463,C5478987,azospirillum,azospirillaceae
4418,C4393899,C1640234,hymenobacteraceae,pontibacter
4419,C0038420,C1905682,streptomyces,streptomyces carpaticus
4420,C5471203,C1039513,ligilactobacillus,lactobacillus acidipiscis
4421,C0037986,C1462767,spiroplasma,spiroplasma leptinotarsae
4422,C1038817,C2624691,burkholderia cepacia complex,burkholderia contaminans
4423,C3768345,C3730139,intestinimonas,intestinimonas butyriciproducens
4424,C0004661,C3557663,bacteroides,bacteroides stercorirosoris
4425,C3783501,C3717550,acetatifactor,acetatifactor muris
4426,C1210564,C3783501,lachnospiraceae,acetatifactor
4427,C3717550,C3783501,acetatifactor muris,acetatifactor
4428,C0445730,C1037114,cellulomonas,cellulomonadaceae
4429,C1037105,C1037114,micrococcales,cellulomonadaceae
4430,C1008916,C1684082,sutterella genus,sutterella stercoricanis
4431,C0318086,C0318095,selenomonas,selenomonas artemidis
4432,C0085480,C0087170,wolinella,wolinella succinogenes
4433,C1029239,C0085480,helicobacteraceae,wolinella
4434,C0087170,C0085480,wolinella succinogenes,wolinella
4435,C0001703,C1038669,aerococcus,aerococcus christensenii
4436,C1227319,C1027529,desulfuromonadaceae,desulfuromonadales
4437,C0995415,C1027529,desulfuromonadia,desulfuromonadales
4438,C1220832,C0995415,thermodesulfobacteriota,desulfuromonadia
4439,C1027529,C0995415,desulfuromonadales,desulfuromonadia
4440,C1012488,C0995655,weissella,weissella confusa
4441,C1930621,C1930620,methyloversatilis universalis,methyloversatilis
4442,C4594392,C1930620,sterolibacteriaceae,methyloversatilis
4443,C1003862,C4594392,nitrosomonadales,sterolibacteriaceae
4444,C1930620,C4594392,methyloversatilis,sterolibacteriaceae
4445,C0524839,C0995419,desulfococcaceae,desulfococcus
4446,C1227214,C0524839,desulfobacterales,desulfococcaceae
4447,C0995419,C0524839,desulfococcus,desulfococcaceae
4448,C0016878,C0317552,fusobacterium,fusobacterium naviforme
4449,C1054170,C1469307,tepidimonas,tepidimonas aquatica
4450,C1232678,C1054170,burkholderiales genera incertae sedis,tepidimonas
4451,C1469307,C1054170,tepidimonas aquatica,tepidimonas
4452,C1004815,C1486467,exiguobacterium,exiguobacterium oxidotolerans
4453,C5333121,C1004815,unclassified exiguobacterium,exiguobacterium
4454,C2643316,C1004815,bacillales family xii. incertae sedis,exiguobacterium
4455,C1486467,C1004815,exiguobacterium oxidotolerans,exiguobacterium
4456,C2642917,C2643316,bacillales incertae sedis,bacillales family xii. incertae sedis
4457,C1004815,C2643316,exiguobacterium,bacillales family xii. incertae sedis
4458,C1456435,C2642917,bacillales,bacillales incertae sedis
4459,C2643316,C2642917,bacillales family xii. incertae sedis,bacillales incertae sedis
4460,C1047126,C1070837,collinsella,collinsella stercoris
4461,C0001077,C0001076,acholeplasma laidlawii,acholeplasma
4462,C0001078,C0001076,acholeplasmataceae,acholeplasma
4463,C5471193,C1071404,apilactobacillus,lactobacillus kunkeei
4464,C0022937,C5471193,lactobacillaceae,apilactobacillus
4465,C1071404,C5471193,lactobacillus kunkeei,apilactobacillus
4466,C0348061,C1458603,leptotrichia,leptotrichia hofstadii
4467,C0001250,C2289442,actinomyces,actinomyces massiliensis
4468,C0242946,C2665216,prevotella,prevotella scopos
4469,C1038817,C1205081,burkholderia cepacia complex,burkholderia anthina
4470,C1062435,C1004795,geobacillus,geobacillus thermodenitrificans
4471,C0010148,C0315194,corynebacterium,corynebacterium jeikeium
4472,C0010148,C1092429,corynebacterium,corynebacterium sundsvallense
4473,C4437672,C4124247,muribaculum,muribaculum intestinale
4474,C5266426,C0315098,lacrimispora,lacrimispora indolis
4475,C4615562,C0317516,agathobaculum,agathobaculum desmolans
4476,C1047126,C1070838,collinsella,intestinal collinsella
4477,C0014344,C2989297,enterobacter,enterobacter mori
4478,C0014344,C5091018,enterobacter,enterobacter quasihormaechei
4479,C0022727,C3921562,klebsiella,klebsiella quasipneumoniae
4480,C0995686,C2305443,thermoanaerobacter,thermoanaerobacter pseudethanolicus
4481,C2614690,C0995686,thermoanaerobacteraceae,thermoanaerobacter
4482,C2305443,C0995686,thermoanaerobacter pseudethanolicus,thermoanaerobacter
4483,C1081535,C2614690,thermoanaerobacterium,thermoanaerobacteraceae
4484,C1026885,C2614690,thermoanaerobacterales,thermoanaerobacteraceae
4485,C0995686,C2614690,thermoanaerobacter,thermoanaerobacteraceae
4486,C1622996,C1026885,clostridia class,thermoanaerobacterales
4487,C0009054,C1026885,clostridia,thermoanaerobacterales
4488,C2614690,C1026885,thermoanaerobacteraceae,thermoanaerobacterales
4489,C0004595,C5227481,bacillus subtilis,bacillus subtilis subsp.
4490,C2828037,C0314787,acinetobacter calcoaceticus/baumannii complex,acinetobacter baumani
4491,C5441697,C0318296,flexibacteraceae,flexibacter
4492,C0318296,C5441697,flexibacter,flexibacteraceae
4493,C0995208,C3627493,phenylobacterium,phenylobacterium conjunctum
4494,C4122655,C4431073,candidatus melainabacteria,gastranaerophilales
4495,C0025997,C0025996,micromonosporaceae,micromonospora
4496,C0001248,C1015728,actinobacillus,actinobacillus indolicus
4497,C4419685,C1504318,geminocystaceae,cyanobacterium genus
4498,C0562699,C4419685,chroococcales,geminocystaceae
4499,C1504318,C4419685,cyanobacterium genus,geminocystaceae
4500,C0018479,C0018481,haemophilus,haemophilus ducreyi
4501,C0042638,C1468836,vibrionaceae,grimontia
4502,C4592930,C1625024,dysgonomonadaceae,proteiniphilum
4503,C3943030,C0315075,romboutsia,romboutsia lituseburensis
4504,C1052301,C0995654,leifsonia,leifsonia xyli
4505,C1272768,C1052301,microbacteriaceae,leifsonia
4506,C0995654,C1052301,leifsonia xyli,leifsonia
4507,C5357474,C4823811,unclassified piscirickettsia,piscirickettsia sp.
4508,C0995592,C5357474,piscirickettsia,unclassified piscirickettsia
4509,C4823811,C5357474,piscirickettsia sp.,unclassified piscirickettsia
4510,C0995593,C0995592,piscirickettsia salmonis,piscirickettsia
4511,C1090693,C0995592,piscirickettsiaceae,piscirickettsia
4512,C5357474,C0995592,unclassified piscirickettsia,piscirickettsia
4513,C1029226,C1090693,thiotrichales,piscirickettsiaceae
4514,C0995592,C1090693,piscirickettsia,piscirickettsiaceae
4515,C1048216,C2792865,tenacibaculum,tenacibaculum dicentrarchi
4516,C2310154,C1034484,aliivibrio,aliivibrio wodanis
4517,C2584607,C2270732,chitinophagaceae,flavisolibacter
4518,C0010148,C1077201,corynebacterium,corynebacterium kroppenstedtii
4519,C1004755,C1036635,microbacterium,microbacterium chocolatum
4520,C0001138,C0314788,acinetobacter,acinetobacter hemolyticus
4521,C1020190,C1029074,rothia kocuria,kocuria palustris
4522,C0314854,C0445945,anaerobiospirillum,anaerobiospirillum succiniciproducens
4523,C1214230,C1214231,conexibacter,conexibacter woesei
4524,C1637199,C1214230,conexibacteraceae,conexibacter
4525,C1214231,C1214230,conexibacter woesei,conexibacter
4526,C2664695,C1637199,solirubrobacterales,conexibacteraceae
4527,C1214230,C1637199,conexibacter,conexibacteraceae
4528,C3940390,C2664695,thermoleophilia,solirubrobacterales
4529,C1637199,C2664695,conexibacteraceae,solirubrobacterales
4530,C1261283,C3940390,actinomycetota,thermoleophilia
4531,C2664695,C3940390,solirubrobacterales,thermoleophilia
4532,C0242946,C2274359,prevotella,prevotella amnii
4533,C0010148,C0445692,corynebacterium,corynebacterium amycolatum
4534,C0995554,C0995555,nostoc,nostoc commune
4535,C0995548,C0995554,nostocaceae,nostoc
4536,C0995555,C0995554,nostoc commune,nostoc
4537,C4124998,C1231518,parcubacteria group,parcubacteria
4538,C4128728,C4124998,patescibacteria,parcubacteria group
4539,C1231518,C4124998,parcubacteria,parcubacteria group
4540,C5466534,C0317650,limosilactobacillus,lactobacillus oris
4541,C0995833,C0318062,gordonia species,gordonia sputi
4542,C4389828,C4217086,lawsonella,lawsonella clevelandensis
4543,C4473044,C4400946,dubosiella,dubosiella newyorkensis
4544,C0001138,C1051096,acinetobacter,acinetobacter schindleri
4545,C4442508,C4393206,prevotellamassilia,prevotellamassilia timonensis
4546,C1080666,C4442508,prevotellaceae,prevotellamassilia
4547,C4393206,C4442508,prevotellamassilia timonensis,prevotellamassilia
4548,C5466534,C2274021,limosilactobacillus,lactobacillus equigenerosi
4549,C5537645,C4430349,unclassified peptostreptococcaceae,peptostreptococcaceae bacterium
4550,C1210565,C5537645,peptostreptococcaceae,unclassified peptostreptococcaceae
4551,C4430349,C5537645,peptostreptococcaceae bacterium,unclassified peptostreptococcaceae
4552,C1896901,C1031177,rhodanobacter terrae,rhodanobacter
4553,C3716820,C1031177,rhodanobacter denitrificans,rhodanobacter
4554,C4090210,C1031177,rhodanobacteraceae,rhodanobacter
4555,C1031177,C3716820,rhodanobacter,rhodanobacter denitrificans
4556,C3930537,C0445978,peptoclostridium,clostridium litorale
4557,C4592933,C1643725,paludibacteraceae,paludibacter
4558,C1080663,C4592933,bacteroidales,paludibacteraceae
4559,C1643725,C4592933,paludibacter,paludibacteraceae
4560,C0318086,C0318087,selenomonas,selenomonas ruminantium
4561,C1011299,C0314876,paenibacillus,paenibacillus polymyxa
4562,C1947862,C1095838,lysinibacillus,lysinibacillus fusiformis
4563,C0314884,C1947862,lysinibacillus sphaericus,lysinibacillus
4564,C0004586,C1947862,bacillaceae,lysinibacillus
4565,C1095838,C1947862,lysinibacillus fusiformis,lysinibacillus
4566,C1042004,C1042003,pandoraea apista,pandoraea species
4567,C1057057,C1042003,burkholderiaceae,pandoraea species
4568,C2317481,C2316089,gemmiger,gemmiger formicilis
4569,C2629236,C3457623,cloacibacterium,cloacibacterium rupense
4570,C0010148,C1011141,corynebacterium,corynebacterium segmentosum
4571,C5471116,C0317829,mycoplasmopsis,mycoplasma arginini
4572,C1027341,C1001888,phyllobacteriaceae,phyllobacterium
4573,C5474581,C0242877,malacoplasma,mycoplasma penetrans
4574,C5474580,C5474581,mycoplasmoidaceae,malacoplasma
4575,C0242877,C5474581,mycoplasma penetrans,malacoplasma
4576,C1011299,C1021786,paenibacillus,paenibacillus glucanolyticus
4577,C1032172,C0317508,actinobaculum,corynebacterium suis
4578,C1222001,C1032172,actinobaculum massiliense,actinobaculum
4579,C0001253,C1032172,actinomycetaceae,actinobaculum
4580,C0317508,C1032172,corynebacterium suis,actinobaculum
4581,C0315055,C1216534,cardiobacterium,cardiobacterium valvarum
4582,C1011952,C0995497,hyphomicrobiaceae,rhodomicrobium
4583,C1037127,C1038964,geodermatophilaceae,modestobacter
4584,C1007560,C1037127,blastococcus,geodermatophilaceae
4585,C4104185,C1037127,geodermatophilales,geodermatophilaceae
4586,C1038964,C1037127,modestobacter,geodermatophilaceae
4587,C0600148,C4104185,actinomycetes,geodermatophilales
4588,C1037127,C4104185,geodermatophilaceae,geodermatophilales
4589,C0085508,C1022079,helicobacter,helicobacter ganmani
4590,C3099077,C3099078,gibbsiella,gibbsiella quercinecans
4591,C4429589,C3099077,yersiniaceae,gibbsiella
4592,C3099078,C3099077,gibbsiella quercinecans,gibbsiella
4593,C1028826,C3409379,brenneria,brenneria goodwinii
4594,C1028827,C1028826,brenneria alni,brenneria
4595,C4429588,C1028826,pectobacteriaceae,brenneria
4596,C3409379,C1028826,brenneria goodwinii,brenneria
4597,C1036717,C0314900,virgibacillus,virgibacillus pantothenticus
4598,C1004857,C0314842,variovorax,variovorax paradoxus
4599,C1034493,C1004857,comamonadaceae,variovorax
4600,C0314842,C1004857,variovorax paradoxus,variovorax
4601,C0028240,C0028241,nocardia,nocardia asteroides
4602,C4128753,C4368268,bacteria candidate phyla,desantisbacteria
4603,C3423284,C4371821,leptotrichiaceae,oceanivirga
4604,C0006916,C0315054,capnocytophaga,capnocytophaga sputigena
4605,C0010239,C1903868,coxiella,coxiella cheraxi
4606,C0314771,C2760044,acetivibrio,clostridium clariflavum
4607,C0004661,C3905016,bacteroides,bacteroides luti
4608,C1066168,C0317996,pseudomonas aeruginosa group,pseudomonas anguilliseptica
4609,C0015146,C0317506,eubacterium,eubacterium plexicaudatum ↓(g*)
4610,C0027571,C0547033,neisseria,neisseria perflava
4611,C0995660,C0318292,renibacterium salmoninarum,oribacterium species
4612,C0025964,C0318292,micrococcaceae,oribacterium species
4613,C0008148,C1036094,chlamydia,chlamydia abortus
4614,C5304033,C1295823,unclassified enterococcus,enterococcus sp
4615,C0085494,C5304033,enterococcus,unclassified enterococcus
4616,C1295823,C5304033,enterococcus sp,unclassified enterococcus
4617,C4434707,C0317513,peptoanaerobacter,eubacterium yurii
4618,C0005380,C3794782,bifidobacteria,faecal bifidobacterium
4619,C5651808,C0752015,alteromonas/salinimonas group,alteromonas
4620,C1029227,C5651808,alteromonadaceae,alteromonas/salinimonas group
4621,C0752015,C5651808,alteromonas,alteromonas/salinimonas group
4622,C2779004,C2275146,elusimicrobiaceae,elusimicrobium
4623,C2778982,C2779004,elusimicrobiales,elusimicrobiaceae
4624,C2275146,C2779004,elusimicrobium,elusimicrobiaceae
4625,C2779004,C2778982,elusimicrobiaceae,elusimicrobiales
4626,C5536820,C4608310,unclassified bacteroidales,bacteroidales bacterium
4627,C1080663,C5536820,bacteroidales,unclassified bacteroidales
4628,C4608310,C5536820,bacteroidales bacterium,unclassified bacteroidales
4629,C5471207,C1661325,schleiferilactobacillus,schleiferilactobacillus harbinensis
4630,C1046229,C5471207,lactobacillus perolens,schleiferilactobacillus
4631,C0022937,C5471207,lactobacillaceae,schleiferilactobacillus
4632,C1661325,C5471207,schleiferilactobacillus harbinensis,schleiferilactobacillus
4633,C0318074,C3443268,ruminococcus,ruminococcus champanellensis
4634,C5536586,C0445984,oscillospiraceae incertae sedis,clostridium methylpentosum
4635,C0016878,C0317551,fusobacterium,fusobacterium gonidiaformans
4636,C0028143,C0445846,nitrobacteraceae,afipia
4637,C1272768,C1494711,microbacteriaceae,pseudoclavibacter
4638,C3618670,C0317613,eggerthia,eggerthia catenaformis
4639,C5476923,C3618670,coprobacillaceae,eggerthia
4640,C0317613,C3618670,eggerthia catenaformis,eggerthia
4641,C3943030,C3902801,romboutsia,romboutsia ilealis
4642,C0085492,C0086819,plesiomonas,plesiomonas shigelloides
4643,C5471209,C0317632,lentilactobacillus,lactobacillus kefiri
4644,C3952228,C1078710,sphingopyxis fribergensis,sphingopyxis
4645,C1009415,C1078710,sphingomonadaceae,sphingopyxis
4646,C0033808,C3616441,pseudomonas,pseudomonas sihuiensis
4647,C1078710,C3952228,sphingopyxis,sphingopyxis fribergensis
4648,C1020192,C0317730,dermacoccus spp,nishinomiyaensis
4649,C0038402,C0318187,streptococcus,streptococcus rattus
4650,C0010148,C0445705,corynebacterium,corynebacterium ulcerans
4651,C1004838,C1004840,liberibacter,liberibacter asiaticus
4652,C0035474,C1004838,rhizobiaceae,liberibacter
4653,C1004840,C1004838,liberibacter asiaticus,liberibacter
4654,C1020190,C1029075,rothia kocuria,kocuria rhizophila
4655,C1897115,C1897116,alloscardovia,alloscardovia omnicolens
4656,C5336873,C2307336,unclassified eggerthella,eggerthella yy7918
4657,C1036500,C5336873,eggerthella,unclassified eggerthella
4658,C2307336,C5336873,eggerthella yy7918,unclassified eggerthella
4659,C2793941,C1035882,mycobacteroides,mycobacterium immunogenum
4660,C3333549,C2793941,mycobacterium franklinii,mycobacteroides
4661,C0085441,C2793941,mycobacterium chelonae,mycobacteroides
4662,C0026907,C2793941,mycobacteriaceae,mycobacteroides
4663,C1035882,C2793941,mycobacterium immunogenum,mycobacteroides
4664,C0085466,C1652234,leptospiraceae,turneriella
4665,C1210564,C2785625,lachnospiraceae,anaerosporobacter
4666,C1054191,C0729692,spotted fever group,rickettsia massiliae
4667,C1093925,C1219183,macrococcus,macrococcus brunensis
4668,C0023411,C0317712,leuconostoc pediococcus,leuconostoc lactis
4669,C0001084,C3749763,achromobacter,achromobacter deleyi
4670,C1627520,C1646697,microcella,microcella alkaliphila
4671,C1272768,C1627520,microbacteriaceae,microcella
4672,C1646697,C1627520,microcella alkaliphila,microcella
4673,C2817845,C0318255,vibrio harveyi group,vibrio alginolyticus
4674,C1027529,C1227319,desulfuromonadales,desulfuromonadaceae
4675,C0026536,C1040286,moraxella,moraxella caprae
4676,C0026536,C0317746,moraxella,moraxella cuniculi
4677,C0001699,C0315265,klebsiella pneumoniae,klebsiella ozaenae
4678,C0026536,C1937245,moraxella,moraxella bovoculi
4679,C0318136,C1037356,rothia,rothia nasimurium
4680,C0042628,C0445797,vibrio,vibrio shilonii
4681,C0033750,C0315286,providencia spp,providencia stuartii
4682,C1041320,C1041321,asaia,asaia bogorensis
4683,C0085461,C1041320,acetobacteraceae,asaia
4684,C1041321,C1041320,asaia bogorensis,asaia
4685,C0042628,C0318273,vibrio,vibrio furnissii
4686,C1038007,C1054384,mogibacterium ↓,mogibacterium neglectum
4687,C0995421,C1063894,desulfomicrobium,desulfomicrobium orale
4688,C1000473,C1034501,acidovorax,acidovorax temporans
4689,C0085503,C0080118,rhodobacter,rhodobacter capsulatus
4690,C0314984,C2992230,bifidobacterium catenulatum,bifidobacterium kashiwanohense
4691,C0005380,C1033056,bifidobacteria,bifidobacterium merycicum
4692,C0004516,C0004507,azotobacter group,azomonas
4693,C0004770,C3714984,bartonella spp,bartonella vinsonii
4694,C1003871,C1036140,xanthomonadaceae,pseudoxanthomonas
4695,C0010148,C1222342,corynebacterium,corynebacterium suicordis
4696,C0042628,C0318270,vibrio,vibrio diazotrophicus
4697,C0026912,C0317757,mycobacterium,mycobacterium pargordonae
4698,C0086662,C5226555,mycobacterium intracellulare,mycobacterium indicus pranii
4699,C0026914,C0086662,mycobacterium avium complex (mac),mycobacterium intracellulare
4700,C5226555,C0086662,mycobacterium indicus pranii,mycobacterium intracellulare
4701,C0004770,C0242631,bartonella spp,bartonella henselae
4702,C0085508,C0315045,helicobacter,helicobacter cinaedi
4703,C0315221,C0315223,edwardsiella,edwardsiella ictaluri
4704,C2828037,C1049789,acinetobacter calcoaceticus/baumannii complex,acinetobacter nosocomialis
4705,C1485492,C1199954,gemmatimonadaceae,gemmatimonas
4706,C1485491,C1485492,gemmatimonadales,gemmatimonadaceae
4707,C1199954,C1485492,gemmatimonas,gemmatimonadaceae
4708,C1485492,C1485491,gemmatimonadaceae,gemmatimonadales
4709,C0348061,C1188215,leptotrichia,leptotrichia trevisanii
4710,C1220635,C4393897,flavobacteriales,crocinitomicaceae
4711,C1054424,C2289761,alkaliphilus,alkaliphilus oremlandii
4712,C2289761,C1054424,alkaliphilus oremlandii,alkaliphilus
4713,C0025964,C1020191,micrococcaceae,nesterenkonia
4714,C0026536,C0317740,moraxella,moraxella nonliquefaciens
4715,C1017255,C1481792,pseudoalteromonas spp,pseudoalteromonas tetraodonis
4716,C0027676,C0318332,neorickettsia,neorickettsia risticii
4717,C0318331,C0027676,ehrlichia sennetsu,neorickettsia
4718,C0002795,C0027676,anaplasmataceae,neorickettsia
4719,C0318332,C0027676,neorickettsia risticii,neorickettsia
4720,C0752045,C0752044,lawsonia,lawsonia intracellularis
4721,C0318212,C0318213,tissierella,coccobacillus
4722,C1020195,C1190328,kytococcus species,kytococcus schroeteri
4723,C0318292,C0995660,oribacterium species,renibacterium salmoninarum
4724,C2645093,C1083922,eubacteriales family xiii. incertae sedis,eubacterium infirmum
4725,C2959477,C0314933,pseudoflavonifractor,pseudoflavonifractor capillosus
4726,C0010148,C0315188,corynebacterium,corynebacterium pilosum
4727,C0085494,C2274020,enterococcus,enterococcus thailandicus
4728,C5479599,C1004788,sutcliffiella,bacillus cohnii
4729,C0004586,C5479599,bacillaceae,sutcliffiella
4730,C1004788,C5479599,bacillus cohnii,sutcliffiella
4731,C1210575,C0996236,listeriaceae,brochothrix
4732,C0040837,C1020693,treponema,treponema medium
4733,C0040837,C1067048,treponema,treponema parvum
4734,C0022938,C1087564,lactobacillus,lactobacillus hamsteri
4735,C0005380,C2762321,bifidobacteria,bifidobacterium mongoliense
4736,C2659813,C2645570,butyricimonas,butyricimonas synergistica
4737,C4442459,C4130423,emergencia,emergencia timonensis
4738,C4130423,C4442459,emergencia timonensis,emergencia
4739,C0995874,C1036294,methanobrevibacter,methanobrevibacter ruminantium
4740,C3946488,C0314919,tyzzerella,clostridium piliforme
4741,C0317649,C1265212,lactobacillus kefiranofaciens m,lactobacillus kefirgranum
4742,C1218034,C1946740,unclassified acinetobacter,acinetobacter co
4743,C1003864,C0752034,methylophilaceae,methylobacillus
4744,C1085651,C3745484,oxalobacteraceae,noviherbaspirillum
4745,C0004660,C4442505,bacteroidaceae,mediterranea
4746,C0001250,C3622844,actinomyces,actinomyces timonensis
4747,C1224225,C3591104,anaerostipes,anaerostipes rhamnosivorans
4748,C0016677,C0317549,francisella tularensis,francisella novicida
4749,C5296996,C1264818,unclassified campylobacter,campylobacter sp
4750,C0006813,C5296996,campylobacter,unclassified campylobacter
4751,C1264818,C5296996,campylobacter sp,unclassified campylobacter
4752,C5307647,C1299043,unclassified salmonella,salmonella sp
4753,C2659905,C5307647,salmonella 10,unclassified salmonella
4754,C0036111,C5307647,salmonella,unclassified salmonella
4755,C1299043,C5307647,salmonella sp,unclassified salmonella
4756,C0318202,C0318203,succinivibrio genus,succinivibrio dextrinosolvens
4757,C4807194,C4654386,lawsonibacter,lawsonibacter asaccharolyticus
4758,C1228943,C4807194,ruminococcaceae,lawsonibacter
4759,C4654386,C4807194,lawsonibacter asaccharolyticus,lawsonibacter
4760,C1020190,C0317731,rothia kocuria,kocuria rosea
4761,C0022727,C3558278,klebsiella,klebsiella michiganensis
4762,C1080736,C0995661,alloiococcus,alloiococcus otitidis
4763,C4005529,C3081651,arenicellaceae,arenicella
4764,C4005528,C4005529,arenicellales,arenicellaceae
4765,C3081651,C4005529,arenicella,arenicellaceae
4766,C0751988,C4005528,gammaproteobacteria,arenicellales
4767,C4005529,C4005528,arenicellaceae,arenicellales
4768,C0314785,C2614692,acidaminococcus,acidaminococcus intestine
4769,C1011157,C1082692,polynucleobacter necessarius,polynucleobacter
4770,C1057057,C1082692,burkholderiaceae,polynucleobacter
4771,C0085508,C1021641,helicobacter,helicobacter rodentium
4772,C0004661,C0314956,bacteroides,bacteroides helcogenes
4773,C1036252,C2796609,succinivibrionaceae,succinatimonas
4774,C1472600,C0318001,pseudomonas syringae group genomosp. 2,pseudomonas amygdali
4775,C0445834,C1472600,pseudomonas savastanoi,pseudomonas syringae group genomosp. 2
4776,C1066174,C1472600,pseudomonas syringae group,pseudomonas syringae group genomosp. 2
4777,C0318001,C1472600,pseudomonas amygdali,pseudomonas syringae group genomosp. 2
4778,C1470086,C1482217,marvinbryantia,bryantella formatexigens
