1,DISEASE,MESH ID,BACTERIA,NCBI ID,RELATION,METHOD,PMID
2824,Colorectal Neoplasms,D015179,Actinobacillus,713,Increase,16S rRNA sequencing,30794590
2825,Colorectal Neoplasms,D015179,Actinomyces,1654,Increase,16S rRNA sequencing,30794590
2826,Colorectal Neoplasms,D015179,Collinsella,102106,Increase,16S rRNA sequencing,30794590
2827,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,30794590
2828,Colorectal Neoplasms,D015179,Megamonas,158846,Decrease,16S rRNA sequencing,30794590
2829,Colorectal Neoplasms,D015179,Parvimonas,543311,Increase,16S rRNA sequencing,30794590
2830,Colorectal Neoplasms,D015179,Peptostreptococcus,1257,Increase,16S rRNA sequencing,30794590
2831,Colorectal Neoplasms,D015179,Sphingobium,165695,Decrease,16S rRNA sequencing,30794590
2832,Colorectal Neoplasms,D015179,Veillonella,29465,Decrease,16S rRNA sequencing,30794590
2833,Celiac Disease,D002446,Actinomyces,1654,Decrease,16S rRNA sequencing,30800106
2834,Celiac Disease,D002446,Akkermansia,239934,Decrease,16S rRNA sequencing,30800106
2835,Celiac Disease,D002446,Akkermansia,239934,Increase,16S rRNA sequencing,30800106
2836,Celiac Disease,D002446,Anaerostipes,207244,Decrease,16S rRNA sequencing,30800106
2837,Celiac Disease,D002446,Barnesiella,397864,Decrease,16S rRNA sequencing,30800106
2838,Celiac Disease,D002446,Bifidobacterium,1678,Decrease,16S rRNA sequencing,30800106
2839,Celiac Disease,D002446,Blautia,572511,Decrease,16S rRNA sequencing,30800106
2840,Celiac Disease,D002446,Blautia,572511,Increase,16S rRNA sequencing,30800106
2841,Celiac Disease,D002446,Catenibacterium,135858,Increase,16S rRNA sequencing,30800106
2842,Celiac Disease,D002446,Dorea,189330,Decrease,16S rRNA sequencing,30800106
2843,Celiac Disease,D002446,Gemella,1378,Decrease,16S rRNA sequencing,30800106
2844,Celiac Disease,D002446,Granulicatella,117563,Decrease,16S rRNA sequencing,30800106
2845,Celiac Disease,D002446,Helicobacter,209,Increase,16S rRNA sequencing,30800106
2846,Celiac Disease,D002446,Intestinibacter,1505657,Decrease,16S rRNA sequencing,30800106
2847,Celiac Disease,D002446,Lactobacillus,1578,Increase,16S rRNA sequencing,30800106
2848,Celiac Disease,D002446,Megasphaera,906,Increase,16S rRNA sequencing,30800106
2849,Celiac Disease,D002446,Moraxella,475,Decrease,16S rRNA sequencing,30800106
2850,Celiac Disease,D002446,Parvimonas,543311,Decrease,16S rRNA sequencing,30800106
2851,Celiac Disease,D002446,Peptococcus,2740,Decrease,16S rRNA sequencing,30800106
2852,Celiac Disease,D002446,Prevotella,838,Increase,16S rRNA sequencing,30800106
2853,Celiac Disease,D002446,Prevotella,838,Decrease,16S rRNA sequencing,30800106
2854,Celiac Disease,D002446,Ruminococcus,1263,Decrease,16S rRNA sequencing,30800106
2855,Celiac Disease,D002446,Streptococcus,1301,Decrease,16S rRNA sequencing,30800106
2856,Celiac Disease,D002446,Turicibacter,191303,Decrease,16S rRNA sequencing,30800106
2857,Uterine Cervical Neoplasms,D002583,Alkaliphilus,114627,Increase,Shotgun metagenomics sequencing,30841606
2858,Uterine Cervical Neoplasms,D002583,Candidatus Endolissoclinum,1263978,Decrease,Shotgun metagenomics sequencing,30841606
2859,Uterine Cervical Neoplasms,D002583,Lactobacillus,1578,Decrease,Shotgun metagenomics sequencing,30841606
2860,Uterine Cervical Neoplasms,D002583,Pseudoalteromonas,53246,Decrease,Shotgun metagenomics sequencing,30841606
2861,Uterine Cervical Neoplasms,D002583,Pseudothermotoga,1643951,Increase,Shotgun metagenomics sequencing,30841606
2862,Uterine Cervical Neoplasms,D002583,Psychrobacter,497,Decrease,Shotgun metagenomics sequencing,30841606
2863,Uterine Cervical Neoplasms,D002583,Staphylococcus,1279,Decrease,Shotgun metagenomics sequencing,30841606
2864,Uterine Cervical Neoplasms,D002583,Wolbachia,953,Increase,Shotgun metagenomics sequencing,30841606
2865,"Colitis, Ulcerative",D003093,Coccolithovirus,346673,Decrease,Virome metagenomics sequencing,30842211
2866,"Colitis, Ulcerative",D003093,Lambdavirus,186765,Increase,Virome metagenomics sequencing,30842211
2867,"Colitis, Ulcerative",D003093,Lederbergvirus,186794,Increase,Virome metagenomics sequencing,30842211
2868,"Colitis, Ulcerative",D003093,Mimivirus,315393,Decrease,Virome metagenomics sequencing,30842211
2869,"Colitis, Ulcerative",D003093,Orthopneumovirus,1868215,Increase,Virome metagenomics sequencing,30842211
2870,"Colitis, Ulcerative",D003093,Orthopoxvirus,10242,Decrease,Virome metagenomics sequencing,30842211
2871,"Colitis, Ulcerative",D003093,Punavirus,186789,Increase,Virome metagenomics sequencing,30842211
2872,"Colitis, Ulcerative",D003093,Sinsheimervirus,1910954,Increase,Virome metagenomics sequencing,30842211
2873,"Colitis, Ulcerative",D003093,Tequatrovirus,10663,Increase,Virome metagenomics sequencing,30842211
2874,Pancreatic Neoplasms,D010190,Aggregatibacter,416916,Increase,16S rRNA sequencing,30872392
2875,Pancreatic Neoplasms,D010190,Bergeyella,59735,Decrease,16S rRNA sequencing,30872392
2876,Pancreatic Neoplasms,D010190,Cutibacterium,1912216,Decrease,16S rRNA sequencing,30872392
2877,Pancreatic Neoplasms,D010190,Granulicatella,117563,Decrease,16S rRNA sequencing,30872392
2878,Pancreatic Neoplasms,D010190,Massilia,149698,Decrease,16S rRNA sequencing,30872392
2879,Pancreatic Neoplasms,D010190,Methylobacterium,407,Increase,16S rRNA sequencing,30872392
2880,Pancreatic Neoplasms,D010190,Propionibacterium,1743,Decrease,16S rRNA sequencing,30872392
2881,Pancreatic Neoplasms,D010190,Rhodobacter,1060,Increase,16S rRNA sequencing,30872392
2882,Pancreatic Neoplasms,D010190,Roseomonas,125216,Decrease,16S rRNA sequencing,30872392
2883,Pancreatic Neoplasms,D010190,Streptococcus,1301,Decrease,16S rRNA sequencing,30872392
2884,Uterine Cervical Neoplasms,D002583,Dorea,189330,Increase,16S rRNA sequencing,30904962
2885,Uterine Cervical Neoplasms,D002583,Halomonas,2745,Decrease,16S rRNA sequencing,30904962
2886,Uterine Cervical Neoplasms,D002583,Lachnoclostridium,1506553,Increase,16S rRNA sequencing,30904962
2887,Uterine Cervical Neoplasms,D002583,Morganella,581,Increase,16S rRNA sequencing,30904962
2888,Uterine Cervical Neoplasms,D002583,Parabacteroides,375288,Increase,16S rRNA sequencing,30904962
2889,Uterine Cervical Neoplasms,D002583,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,30904962
2890,Uterine Cervical Neoplasms,D002583,Proteus,583,Increase,16S rRNA sequencing,30904962
2891,Uterine Cervical Neoplasms,D002583,Pseudomonas,286,Increase,16S rRNA sequencing,30904962
2892,Uterine Cervical Neoplasms,D002583,Roseburia,841,Increase,16S rRNA sequencing,30904962
2893,Uterine Cervical Neoplasms,D002583,Ruminococcus,1263,Increase,16S rRNA sequencing,30904962
2894,Uterine Cervical Neoplasms,D002583,Shewanella,22,Increase,16S rRNA sequencing,30904962
2895,Uterine Cervical Neoplasms,D002583,Succinivibrio,83770,Increase,16S rRNA sequencing,30904962
2896,"Colitis, Ulcerative",D003093,Erysipelatoclostridium,1505663,Increase,16S rRNA sequencing,31055592
2897,Crohn Disease,D003424,Fusobacterium,848,Increase,16S rRNA sequencing,30927743
2898,Crohn Disease,D003424,Roseburia,841,Decrease,16S rRNA sequencing,30927743
2899,Lung Neoplasms,D008175,Acholeplasma,2147,Decrease,16S rRNA sequencing,30994108
2900,Lung Neoplasms,D008175,Actinobacillus,713,Decrease,16S rRNA sequencing,30994108
2901,Lung Neoplasms,D008175,Erysipelatoclostridium,1505663,Increase,16S rRNA sequencing,31065547
2902,Lung Neoplasms,D008175,Actinomyces,1654,Increase,16S rRNA sequencing,30994108
2903,Lung Neoplasms,D008175,Aggregatibacter,416916,Decrease,16S rRNA sequencing,30994108
2904,Lung Neoplasms,D008175,Bacillus,1386,Decrease,16S rRNA sequencing,30994108
2905,Lung Neoplasms,D008175,Capnocytophaga,1016,Increase,16S rRNA sequencing,30994108
2906,Lung Neoplasms,D008175,Corynebacterium,1716,Decrease,16S rRNA sequencing,30994108
2907,Lung Neoplasms,D008175,Dialister,39948,Decrease,16S rRNA sequencing,30994108
2908,Lung Neoplasms,D008175,Enhydrobacter,212791,Decrease,16S rRNA sequencing,30994108
2909,Lung Neoplasms,D008175,Filifactor,44259,Decrease,16S rRNA sequencing,30994108
2910,Lung Neoplasms,D008175,Fusobacterium,848,Decrease,16S rRNA sequencing,30994108
2911,Lung Neoplasms,D008175,Haemophilus,724,Decrease,16S rRNA sequencing,30994108
2912,Lung Neoplasms,D008175,Kingella,32257,Decrease,16S rRNA sequencing,30994108
2913,Lung Neoplasms,D008175,Mycoplasma,2093,Decrease,16S rRNA sequencing,30994108
2914,Lung Neoplasms,D008175,Parvimonas,543311,Decrease,16S rRNA sequencing,30994108
2915,Lung Neoplasms,D008175,Porphyromonas,836,Decrease,16S rRNA sequencing,30994108
2916,Lung Neoplasms,D008175,Rothia,32207,Increase,16S rRNA sequencing,30994108
2917,Lung Neoplasms,D008175,Selenomonas,970,Decrease,16S rRNA sequencing,30994108
2918,Lung Neoplasms,D008175,Streptococcus,1301,Increase,16S rRNA sequencing,30994108
2919,Lung Neoplasms,D008175,Treponema,157,Decrease,16S rRNA sequencing,30994108
2920,Lung Neoplasms,D008175,Veillonella,29465,Increase,16S rRNA sequencing,30994108
2921,Colorectal Neoplasms,D015179,Acinetobacter,469,Decrease,16S rRNA sequencing,31035942
2922,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,31035942
2923,Colorectal Neoplasms,D015179,Streptococcus,1301,Increase,16S rRNA sequencing,31035942
2924,"Colitis, Ulcerative",D003093,Aggregatibacter,416916,Increase,16S rRNA sequencing,31055592
2925,"Colitis, Ulcerative",D003093,Akkermansia,239934,Increase,16S rRNA sequencing,31055592
2926,"Colitis, Ulcerative",D003093,Akkermansia,239934,Decrease,16S rRNA sequencing,31055592
2927,"Colitis, Ulcerative",D003093,Alistipes,239759,Decrease,16S rRNA sequencing,31055592
2928,"Colitis, Ulcerative",D003093,Barnesiella,397864,Decrease,16S rRNA sequencing,31055592
2929,"Colitis, Ulcerative",D003093,Bilophila,35832,Decrease,16S rRNA sequencing,31055592
2930,"Colitis, Ulcerative",D003093,Blautia,572511,Increase,16S rRNA sequencing,31055592
2931,"Colitis, Ulcerative",D003093,Dorea,189330,Increase,16S rRNA sequencing,31055592
2932,"Colitis, Ulcerative",D003093,Gemella,1378,Increase,16S rRNA sequencing,31055592
2933,"Colitis, Ulcerative",D003093,Haemophilus,724,Increase,16S rRNA sequencing,31055592
2934,"Colitis, Ulcerative",D003093,Hungatella,1649459,Decrease,16S rRNA sequencing,31055592
2935,"Colitis, Ulcerative",D003093,Megamonas,158846,Decrease,16S rRNA sequencing,31055592
2936,"Colitis, Ulcerative",D003093,Megasphaera,906,Decrease,16S rRNA sequencing,31055592
2937,"Colitis, Ulcerative",D003093,Mitsuokella,52225,Increase,16S rRNA sequencing,31055592
2938,"Colitis, Ulcerative",D003093,Paraprevotella,577309,Decrease,16S rRNA sequencing,31055592
2939,"Colitis, Ulcerative",D003093,Parvimonas,543311,Increase,16S rRNA sequencing,31055592
2940,"Colitis, Ulcerative",D003093,Parvimonas,543311,Decrease,16S rRNA sequencing,31055592
2941,"Colitis, Ulcerative",D003093,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,31055592
2942,"Colitis, Ulcerative",D003093,Roseburia,841,Decrease,16S rRNA sequencing,31055592
2943,"Colitis, Ulcerative",D003093,Rothia,32207,Increase,16S rRNA sequencing,31055592
2944,"Colitis, Ulcerative",D003093,Subdoligranulum,292632,Decrease,16S rRNA sequencing,31055592
2945,"Colitis, Ulcerative",D003093,Sutterella,40544,Increase,16S rRNA sequencing,31055592
2946,"Colitis, Ulcerative",D003093,Turicibacter,191303,Increase,16S rRNA sequencing,31055592
2947,Alzheimer Disease,D000544,Bacteroides,816,Decrease,16S rRNA sequencing,31063846
2948,Alzheimer Disease,D000544,Blautia,572511,Decrease,16S rRNA sequencing,31063846
2949,Alzheimer Disease,D000544,Ruminococcus,1263,Decrease,16S rRNA sequencing,31063846
2950,Lung Neoplasms,D008175,Actinomyces,1654,Increase,16S rRNA sequencing,31065547
2951,Lung Neoplasms,D008175,Adlercreutzia,447020,Decrease,16S rRNA sequencing,31065547
2952,Lung Neoplasms,D008175,Alteromonas,226,Decrease,16S rRNA sequencing,31065547
2953,Lung Neoplasms,D008175,Anaerofustis,264995,Decrease,16S rRNA sequencing,31065547
2954,Lung Neoplasms,D008175,Atopobium,1380,Increase,16S rRNA sequencing,31065547
2955,Lung Neoplasms,D008175,Bifidobacterium,1678,Decrease,16S rRNA sequencing,31065547
2956,Lung Neoplasms,D008175,Clostridium,1485,Decrease,16S rRNA sequencing,31065547
2957,Lung Neoplasms,D008175,Collinsella,102106,Decrease,16S rRNA sequencing,31065547
2958,Lung Neoplasms,D008175,Coprobacter,1348911,Decrease,16S rRNA sequencing,31065547
2959,Lung Neoplasms,D008175,Dorea,189330,Decrease,16S rRNA sequencing,31065547
2960,Lung Neoplasms,D008175,Enterococcus,1350,Increase,16S rRNA sequencing,31065547
2961,Lung Neoplasms,D008175,Holdemania,61170,Increase,16S rRNA sequencing,31065547
2962,Lung Neoplasms,D008175,Intestinimonas,1392389,Increase,16S rRNA sequencing,31065547
2963,Lung Neoplasms,D008175,Lachnospira,28050,Decrease,16S rRNA sequencing,31065547
2964,Lung Neoplasms,D008175,Lentibacillus,175304,Decrease,16S rRNA sequencing,31065547
2965,Lung Neoplasms,D008175,Macrococcus,69965,Increase,16S rRNA sequencing,31065547
2966,Lung Neoplasms,D008175,Moryella,437755,Decrease,16S rRNA sequencing,31065547
2967,Lung Neoplasms,D008175,Peptoniphilus,162289,Decrease,16S rRNA sequencing,31065547
2968,Lung Neoplasms,D008175,Peptostreptococcus,1257,Decrease,16S rRNA sequencing,31065547
2969,Lung Neoplasms,D008175,Pseudobutyrivibrio,46205,Decrease,16S rRNA sequencing,31065547
2970,Lung Neoplasms,D008175,Raoultella,160674,Increase,16S rRNA sequencing,31065547
2971,Lung Neoplasms,D008175,Ruminiclostridium,1508657,Decrease,16S rRNA sequencing,31065547
2972,Lung Neoplasms,D008175,Sutterella,40544,Decrease,16S rRNA sequencing,31065547
2973,Liver Neoplasms,D008113,Acinetobacter,469,Increase,16S rRNA sequencing,31101866
2974,Liver Neoplasms,D008113,Akkermansia,239934,Decrease,16S rRNA sequencing,31101866
2975,Liver Neoplasms,D008113,Bifidobacterium,1678,Decrease,16S rRNA sequencing,31101866
2976,Liver Neoplasms,D008113,Enterococcus,1350,Decrease,16S rRNA sequencing,31101866
2977,Liver Neoplasms,D008113,Klebsiella,570,Increase,16S rRNA sequencing,31101866
2978,Liver Neoplasms,D008113,Prevotella,838,Decrease,16S rRNA sequencing,31101866
2979,Liver Neoplasms,D008113,Pseudomonas,286,Decrease,16S rRNA sequencing,31101866
2980,Liver Neoplasms,D008113,Staphylococcus,1279,Increase,16S rRNA sequencing,31101866
2981,Liver Neoplasms,D008113,Streptococcus,1301,Decrease,16S rRNA sequencing,31101866
2982,Liver Neoplasms,D008113,Trabulsiella,158851,Increase,16S rRNA sequencing,31101866
2983,Parkinson Disease,D010300,Citrobacter,544,Increase,16S rRNA sequencing,31174953
2984,Parkinson Disease,D010300,Enterococcus,1350,Increase,16S rRNA sequencing,31174953
2985,Parkinson Disease,D010300,Klebsiella,570,Increase,16S rRNA sequencing,31174953
2986,Parkinson Disease,D010300,Lactobacillus,1578,Increase,16S rRNA sequencing,31174953
2987,Parkinson Disease,D010300,Salmonella,590,Increase,16S rRNA sequencing,31174953
2988,Parkinson Disease,D010300,Shigella,620,Increase,16S rRNA sequencing,31174953
2989,Parkinson Disease,D010300,Akkermansia,239934,Increase,16S rRNA sequencing,31200089
2990,Parkinson Disease,D010300,Allisonella,209879,Decrease,16S rRNA sequencing,31200089
2991,Parkinson Disease,D010300,Bacteroides,816,Decrease,16S rRNA sequencing,31200089
2992,Parkinson Disease,D010300,Butyricimonas,574697,Increase,16S rRNA sequencing,31200089
2993,Parkinson Disease,D010300,Clostridium,1485,Decrease,16S rRNA sequencing,31200089
2994,Parkinson Disease,D010300,Collinsella,102106,Decrease,16S rRNA sequencing,31200089
2995,Parkinson Disease,D010300,Eisenbergiella,1432051,Increase,16S rRNA sequencing,31200089
2996,Parkinson Disease,D010300,Holdemanella,1573535,Decrease,16S rRNA sequencing,31200089
2997,Parkinson Disease,D010300,Holdemania,61170,Increase,16S rRNA sequencing,31200089
2998,Parkinson Disease,D010300,Hydrogenoanaerobacterium,596767,Increase,16S rRNA sequencing,31200089
2999,Parkinson Disease,D010300,Intestinimonas,1392389,Increase,16S rRNA sequencing,31200089
3000,Parkinson Disease,D010300,Odoribacter,283168,Increase,16S rRNA sequencing,31200089
3001,Parkinson Disease,D010300,Parasutterella,577310,Increase,16S rRNA sequencing,31200089
3002,Parkinson Disease,D010300,Subdoligranulum,292632,Increase,16S rRNA sequencing,31200089
3003,Parkinson Disease,D010300,Asteroleplasma,2152,Decrease,16S rRNA sequencing,31221587
3004,Colorectal Neoplasms,D015179,Geobacter,28231,Increase,16S rRNA sequencing,31244818
3005,Parkinson Disease,D010300,Bifidobacterium,1678,Increase,16S rRNA sequencing,31221587
3006,Parkinson Disease,D010300,Blautia,572511,Decrease,16S rRNA sequencing,31221587
3007,Parkinson Disease,D010300,Coprococcus,33042,Increase,16S rRNA sequencing,31221587
3008,Parkinson Disease,D010300,Prevotella,838,Decrease,16S rRNA sequencing,31221587
3009,Parkinson Disease,D010300,Prevotella,838,Increase,16S rRNA sequencing,31221587
3010,Colorectal Neoplasms,D015179,Leptotrichia,32067,Increase,16S rRNA sequencing,31244818
3011,Parkinson Disease,D010300,Roseburia,841,Decrease,16S rRNA sequencing,31221587
3012,Parkinson Disease,D010300,Streptococcus,1301,Decrease,16S rRNA sequencing,31221587
3013,Colorectal Neoplasms,D015179,Actinobacillus,713,Increase,16S rRNA sequencing,31244818
3014,Colorectal Neoplasms,D015179,Aerococcus,1375,Decrease,16S rRNA sequencing,31244818
3015,Colorectal Neoplasms,D015179,Azohydromonas,312063,Decrease,16S rRNA sequencing,31244818
3016,Colorectal Neoplasms,D015179,Azospira,146937,Decrease,16S rRNA sequencing,31244818
3017,Colorectal Neoplasms,D015179,Bombiscardovia,1159909,Increase,16S rRNA sequencing,31244818
3018,Colorectal Neoplasms,D015179,Brevundimonas,41275,Decrease,16S rRNA sequencing,31244818
3019,Colorectal Neoplasms,D015179,Buchnera,32199,Increase,16S rRNA sequencing,31244818
3020,Colorectal Neoplasms,D015179,Campylobacter,194,Increase,16S rRNA sequencing,31244818
3021,Colorectal Neoplasms,D015179,Candidatus Koribacter,658061,Decrease,16S rRNA sequencing,31244818
3022,Colorectal Neoplasms,D015179,Candidatus Portiera,235572,Decrease,16S rRNA sequencing,31244818
3023,Colorectal Neoplasms,D015179,Carnobacterium,2747,Decrease,16S rRNA sequencing,31244818
3024,Colorectal Neoplasms,D015179,Dietzia,37914,Decrease,16S rRNA sequencing,31244818
3025,Colorectal Neoplasms,D015179,Enterococcus,1350,Decrease,16S rRNA sequencing,31244818
3026,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,ddPCR,31244818
3027,Colorectal Neoplasms,D015179,Fusobacterium,848,Increase,16S rRNA sequencing,31244818
3028,Colorectal Neoplasms,D015179,Methylophaga,40222,Decrease,16S rRNA sequencing,31244818
3029,Colorectal Neoplasms,D015179,Pedobacter,84567,Decrease,16S rRNA sequencing,31244818
3030,Colorectal Neoplasms,D015179,Pontibacter,323449,Decrease,16S rRNA sequencing,31244818
3031,Colorectal Neoplasms,D015179,Rhodanobacter,75309,Increase,16S rRNA sequencing,31244818
3032,Colorectal Neoplasms,D015179,Schwartzia,164984,Increase,16S rRNA sequencing,31244818
3033,Colorectal Neoplasms,D015179,Selenomonas,970,Increase,16S rRNA sequencing,31244818
3034,Colorectal Neoplasms,D015179,Skermanella,204447,Decrease,16S rRNA sequencing,31244818
3035,Colorectal Neoplasms,D015179,Wautersiella,343873,Decrease,16S rRNA sequencing,31244818
3036,Parkinson Disease,D010300,Acidaminococcus,904,Increase,Shotgun RNA Sequencing,31247001
3037,Parkinson Disease,D010300,Bifidobacterium,1678,Increase,Shotgun RNA Sequencing,31247001
3038,Parkinson Disease,D010300,Brucella,234,Increase,Shotgun RNA Sequencing,31247001
3039,Parkinson Disease,D010300,Buchnera,32199,Decrease,Shotgun RNA Sequencing,31247001
3040,Parkinson Disease,D010300,Candida,1535326,Increase,Shotgun RNA Sequencing,31247001
3041,Parkinson Disease,D010300,Candidatus Azobacteroides,511434,Decrease,Shotgun RNA Sequencing,31247001
3042,Parkinson Disease,D010300,Cellulosimicrobium,157920,Increase,Shotgun RNA Sequencing,31247001
3043,Parkinson Disease,D010300,Chryseobacterium,59732,Decrease,Shotgun RNA Sequencing,31247001
3044,Parkinson Disease,D010300,Clavibacter,1573,Increase,Shotgun RNA Sequencing,31247001
3045,Parkinson Disease,D010300,Gardnerella,2701,Increase,Shotgun RNA Sequencing,31247001
3046,Parkinson Disease,D010300,Lactobacillus,1578,Increase,Shotgun RNA Sequencing,31247001
3047,Parkinson Disease,D010300,Methylobacterium,407,Increase,Shotgun RNA Sequencing,31247001
3048,Parkinson Disease,D010300,Parascardovia,196082,Increase,Shotgun RNA Sequencing,31247001
3049,Parkinson Disease,D010300,Rhodococcus,1827,Increase,Shotgun RNA Sequencing,31247001
3050,Parkinson Disease,D010300,Scardovia,196081,Increase,Shotgun RNA Sequencing,31247001
3051,Parkinson Disease,D010300,Torulaspora,4948,Increase,Shotgun RNA Sequencing,31247001
3052,Parkinson Disease,D010300,Wenyingzhuangia,1518147,Decrease,Shotgun RNA Sequencing,31247001
3053,Parkinson Disease,D010300,Akkermansia,239934,Increase,16S rRNA sequencing,31248424
3054,Parkinson Disease,D010300,Bilophila,35832,Increase,16S rRNA sequencing,31248424
3055,Parkinson Disease,D010300,Butyricimonas,574697,Increase,16S rRNA sequencing,31248424
3056,Parkinson Disease,D010300,Cupriavidus,106589,Decrease,16S rRNA sequencing,31248424
3057,Parkinson Disease,D010300,Desulfovibrio,872,Decrease,16S rRNA sequencing,31248424
3058,Parkinson Disease,D010300,Enterococcus,1350,Increase,16S rRNA sequencing,31248424
3059,Parkinson Disease,D010300,Faecalibacterium,216851,Decrease,16S rRNA sequencing,31248424
3060,Parkinson Disease,D010300,Flavobacterium,237,Decrease,16S rRNA sequencing,31248424
3061,Parkinson Disease,D010300,Lactobacillus,1578,Increase,16S rRNA sequencing,31248424
3062,Parkinson Disease,D010300,Mogibacterium,86331,Decrease,16S rRNA sequencing,31248424
3063,Parkinson Disease,D010300,Mucispirillum,248038,Increase,16S rRNA sequencing,31248424
3064,Parkinson Disease,D010300,Odoribacter,283168,Increase,16S rRNA sequencing,31248424
3065,Parkinson Disease,D010300,Parabacteroides,375288,Increase,16S rRNA sequencing,31248424
3066,Parkinson Disease,D010300,Prevotella,838,Decrease,16S rRNA sequencing,31248424
3067,Parkinson Disease,D010300,Propionibacterium,1743,Decrease,16S rRNA sequencing,31248424
3068,Parkinson Disease,D010300,Sutterella,40544,Decrease,16S rRNA sequencing,31248424
3069,Parkinson Disease,D010300,Veillonella,29465,Increase,16S rRNA sequencing,31248424
3070,Colorectal Neoplasms,D015179,Chryseobacterium,59732,Increase,16S rRNA sequencing,31250341
3071,Colorectal Neoplasms,D015179,Devosia,46913,Increase,16S rRNA sequencing,31250341
3072,Colorectal Neoplasms,D015179,Eubacterium,1730,Decrease,16S rRNA sequencing,31250341
3073,Colorectal Neoplasms,D015179,Klebsiella,570,Decrease,16S rRNA sequencing,31250341
3074,Colorectal Neoplasms,D015179,Leptotrichia,32067,Decrease,16S rRNA sequencing,31250341
3075,Colorectal Neoplasms,D015179,Mogibacterium,86331,Decrease,16S rRNA sequencing,31250341
3076,Colorectal Neoplasms,D015179,Paenibacillus,44249,Increase,16S rRNA sequencing,31250341
3077,Colorectal Neoplasms,D015179,Phascolarctobacterium,33024,Decrease,16S rRNA sequencing,31250341
3078,Colorectal Neoplasms,D015179,Prevotella,838,Decrease,16S rRNA sequencing,31250341
3079,Colorectal Neoplasms,D015179,Serratia,613,Decrease,16S rRNA sequencing,31250341
3080,Amyotrophic Lateral Sclerosis,D000690,Methanobrevibacter,2172,Increase,16S rRNA sequencing,31306225
3081,Pharyngeal Neoplasms,D010610,Actinobacillus,713,Decrease,16S rRNA sequencing,31334130
3082,Pharyngeal Neoplasms,D010610,Aggregatibacter,416916,Increase,16S rRNA sequencing,31334130
3083,Pharyngeal Neoplasms,D010610,Aggregatibacter,416916,Increase,qRT-PCR,31334130
3084,Pharyngeal Neoplasms,D010610,Anaerovorax,109326,Decrease,16S rRNA sequencing,31334130
3085,Pharyngeal Neoplasms,D010610,Bacteroides,816,Increase,qRT-PCR,31334130
3086,Pharyngeal Neoplasms,D010610,Bergeyella,59735,Decrease,16S rRNA sequencing,31334130
3087,Pharyngeal Neoplasms,D010610,Campylobacter,194,Decrease,16S rRNA sequencing,31334130
3088,Pharyngeal Neoplasms,D010610,Corynebacterium,1716,Decrease,16S rRNA sequencing,31334130
3089,Pharyngeal Neoplasms,D010610,Desulfovibrio,872,Decrease,16S rRNA sequencing,31334130
3090,Pharyngeal Neoplasms,D010610,Enterobacter,547,Increase,16S rRNA sequencing,31334130
3091,Pharyngeal Neoplasms,D010610,Faecalibacterium,216851,Increase,16S rRNA sequencing,31334130
3092,Pharyngeal Neoplasms,D010610,Filifactor,44259,Decrease,16S rRNA sequencing,31334130
3093,Pharyngeal Neoplasms,D010610,Fusobacterium,848,Decrease,16S rRNA sequencing,31334130
3094,Pharyngeal Neoplasms,D010610,Haemophilus,724,Decrease,16S rRNA sequencing,31334130
3095,Pharyngeal Neoplasms,D010610,Helicobacter,209,Decrease,16S rRNA sequencing,31334130
3096,Pharyngeal Neoplasms,D010610,Johnsonella,43994,Decrease,16S rRNA sequencing,31334130
3097,Pharyngeal Neoplasms,D010610,Lautropia,47670,Increase,16S rRNA sequencing,31334130
3098,Pharyngeal Neoplasms,D010610,Leptotrichia,32067,Decrease,16S rRNA sequencing,31334130
3099,Pharyngeal Neoplasms,D010610,Moraxella,475,Decrease,16S rRNA sequencing,31334130
3100,Pharyngeal Neoplasms,D010610,Neisseria,482,Decrease,16S rRNA sequencing,31334130
3101,Pharyngeal Neoplasms,D010610,Parvimonas,543311,Decrease,16S rRNA sequencing,31334130
3102,Pharyngeal Neoplasms,D010610,Peptostreptococcus,1257,Decrease,16S rRNA sequencing,31334130
3103,Pharyngeal Neoplasms,D010610,Porphyromonas,836,Decrease,16S rRNA sequencing,31334130
3104,Pharyngeal Neoplasms,D010610,Pseudomonas,286,Increase,qRT-PCR,31334130
3105,Pharyngeal Neoplasms,D010610,Pseudomonas,286,Increase,16S rRNA sequencing,31334130
3106,Pharyngeal Neoplasms,D010610,Roseburia,841,Decrease,16S rRNA sequencing,31334130
3107,Pharyngeal Neoplasms,D010610,Rothia,32207,Decrease,16S rRNA sequencing,31334130
3108,Pharyngeal Neoplasms,D010610,Ruminiclostridium,1508657,Increase,qRT-PCR,31334130
3109,Pharyngeal Neoplasms,D010610,Selenomonas,970,Decrease,16S rRNA sequencing,31334130
3110,Pharyngeal Neoplasms,D010610,Veillonella,29465,Decrease,16S rRNA sequencing,31334130
3111,Stomach Neoplasms,D013274,Acinetobacter,469,Increase,16S rRNA sequencing,31338330
3112,Stomach Neoplasms,D013274,Actinomyces,1654,Increase,16S rRNA sequencing,31338330
