,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
10458,11080,628.0,Elevated,13,preferred_term,10037153.0,5.0,Psoriasis,94,Treponema,166.0,0.0102,0.0026,,16S rRNA sequencing,Saliva,Human,1304.0,1177,Healthy control,% (abundancy),% (abundancy)
10459,11081,628.0,Elevated,13,preferred_term,10037153.0,5.0,Psoriasis,704,Mogibacterium timidum,35519.0,0.0305,0.0266,,16S rRNA sequencing,Saliva,Human,1304.0,1177,Healthy control,% (abundancy),% (abundancy)
10460,11082,628.0,Elevated,13,preferred_term,10037153.0,5.0,Psoriasis,367,Treponema denticola,158.0,0.0097,0.0013,,16S rRNA sequencing,Saliva,Human,1304.0,1177,Healthy control,% (abundancy),% (abundancy)
10461,11083,628.0,Elevated,13,preferred_term,10037153.0,5.0,Psoriasis,623,Fretibacterium fastidiosum,651822.0,0.0051,0.0033,,16S rRNA sequencing,Saliva,Human,1304.0,1177,Healthy control,% (abundancy),% (abundancy)
10462,11084,628.0,Reduced,13,preferred_term,10037153.0,5.0,Psoriasis,714,Mycoplasma faucium,56142.0,0.0028,0.0047,,16S rRNA sequencing,Saliva,Human,1304.0,1177,Healthy control,% (abundancy),% (abundancy)
10463,11085,628.0,Reduced,13,preferred_term,10037153.0,5.0,Psoriasis,304,Porphyromonas gingivalis,837.0,0.0,0.0008,,16S rRNA sequencing,Saliva,Human,1304.0,1177,Healthy control,% (abundancy),% (abundancy)
10464,11086,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,402,Rothia mucilaginosa,43675.0,1.0644,0.0515,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10465,11087,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,714,Mycoplasma faucium,56142.0,0.0751,0.0047,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10466,11088,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,359,Tanerella forsythia,28112.0,0.0751,0.0047,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10467,11089,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,304,Porphyromonas gingivalis,837.0,0.0499,0.0008,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10468,11090,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,347,Filifactor alocis,143361.0,0.1357,0.0153,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10469,11091,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,548,Rothia dentocariosa,2047.0,0.0916,0.0036,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10470,11092,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,94,Treponema,166.0,0.0452,0.0026,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10471,11093,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,704,Mogibacterium timidum,35519.0,0.1062,0.0266,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10472,11094,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,305,Fusobacterium nucleatum,851.0,0.2576,0.0718,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10473,11095,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,367,Treponema denticola,158.0,0.0404,0.0013,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10474,11096,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,623,Fretibacterium fastidiosum,651822.0,0.0326,0.0033,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10475,11097,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,355,Prevotella intermedia,28131.0,0.244,0.0315,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10476,11098,628.0,Elevated,144,preferred_term,10034539.0,5.0,periodontitis,680,Porphyromonas endodontalis,28124.0,0.3192,0.0848,,16S rRNA sequencing,Saliva,Human,1305.0,1177,Healthy control,% (abundancy),% (abundancy)
10477,11099,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,402,Rothia mucilaginosa,43675.0,10.16,343.6,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10478,11100,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,622,Rothia aeria,172042.0,32.33,376.0,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10479,11101,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,24,Prevotella melaninogenica,28132.0,1372.33,4886.6,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10480,11102,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,283,Prevotella tannerae,76122.0,13.5,110.3,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10481,11103,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,516,Prevotella pallens,60133.0,291.66,521.5,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10482,11104,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,436,Prevotella nanceiensis,425941.0,356.0,1243.4,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10483,11105,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,356,Prevotella nigrescens,28133.0,576.833,871.6,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10484,11106,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,357,Capnocytophaga ochracea,1018.0,3.5,115.7,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10485,11107,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,680,Porphyromonas endodontalis,28124.0,11.833,82.8,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10486,11108,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,1292,Aggregatibacter segnis,739.0,61.833,304.7,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10487,11109,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,363,Campylobacter rectus,203.0,179.0,664.7,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10488,11110,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,1629,Neisseria bacilliformis,267212.0,11.833,81.7,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10489,11111,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,401,Veillonella dispar,39778.0,172.6666,1188.8,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10490,11112,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,389,Bulleidia moorei,102148.0,48.166,202.6,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10491,11113,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,350,Selenomonas noxia,135083.0,2.666,167.8,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10492,11114,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,346,Veillonella parvula,29466.0,500.1666,1530.9,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10493,11115,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,1433,Shuttleworthia satelles,177972.0,2.5,15.7,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10494,11116,629.0,Reduced,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,366,Treponema socranskii,53419.0,18.33,59.0,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10495,11117,629.0,Elevated,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,548,Rothia dentocariosa,2047.0,1858.1666,1077.8,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10496,11118,629.0,Elevated,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,18,Prevotella copri,165179.0,14.66,1.2,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10497,11119,629.0,Elevated,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,56,Haemophilus parainfluenzae,729.0,307.33,112.0,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10498,11120,629.0,Elevated,388,preferred_term,10031096.0,5.0,Oropharyngeal cancer,27,Streptococcus anginosus,1328.0,61.1666,13.4,,16S rRNA sequencing,Saliva,Human,1306.0,1178,Healthy control,,
10499,11121,629.0,Elevated,389,,,5.0,Hypopharyngeal cancer,18,Prevotella copri,165179.0,52.6,1.2,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10500,11122,629.0,Elevated,389,,,5.0,Hypopharyngeal cancer,56,Haemophilus parainfluenzae,729.0,282.6,112.0,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10501,11123,629.0,Elevated,389,,,5.0,Hypopharyngeal cancer,576,Haemophilus influenzae,727.0,24.6,1.7,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10502,11124,629.0,Elevated,389,,,5.0,Hypopharyngeal cancer,346,Veillonella parvula,29466.0,65.6,14.5,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10503,11125,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,402,Rothia mucilaginosa,43675.0,2.6,343.6,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10504,11126,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,548,Rothia dentocariosa,2047.0,56.2,1077.8,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10505,11127,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,622,Rothia aeria,172042.0,5.8,376.0,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10506,11128,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,24,Prevotella melaninogenica,28132.0,1016.6,4886.6,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10507,11129,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,516,Prevotella pallens,60133.0,190.6,521.5,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10508,11130,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,436,Prevotella nanceiensis,425941.0,268.0,1243.4,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10509,11131,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,680,Porphyromonas endodontalis,28124.0,12.0,468.2,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10510,11132,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,357,Capnocytophaga ochracea,1018.0,1.8,115.7,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10511,11133,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,356,Prevotella nigrescens,28133.0,110.6,871.6,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10512,11134,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,283,Prevotella tannerae,76122.0,518.4,1173.6,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10513,11135,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,1629,Neisseria bacilliformis,267212.0,6.6,81.7,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10514,11136,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,363,Campylobacter rectus,203.0,12.0,664.7,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10515,11137,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,992,Neisseria subflava,28449.0,902.4,1439.7,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10516,11138,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,481,Haemophilus parahaemolyticus,735.0,5.4,37.1,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10517,11139,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,732,Treponema amylovorum,59892.0,0.0,22.5,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10518,11140,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,366,Treponema socranskii,53419.0,0.0,15.2,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10519,11141,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,1433,Shuttleworthia satelles,177972.0,0.2,15.7,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10520,11142,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,350,Selenomonas noxia,135083.0,1.4,167.8,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10521,11143,629.0,Reduced,389,,,5.0,Hypopharyngeal cancer,401,Veillonella dispar,39778.0,567.0,1188.8,,16S rRNA sequencing,Saliva,Human,1307.0,1178,Healthy control,,
10522,11144,630.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,65,Faecalibacterium,216851.0,10.76,7.03,,16S rDNA pyrosequencing,Faeces,Human,1308.0,1179,Healthy control,% (abundancy),% (abundancy)
10523,11145,630.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,217,Phascolarctobacterium,33024.0,3.43,1.64,,16S rDNA pyrosequencing,Faeces,Human,1308.0,1179,Healthy control,% (abundancy),% (abundancy)
10524,11146,630.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,64,Lachnospira,28050.0,3.23,1.55,,16S rDNA pyrosequencing,Faeces,Human,1308.0,1179,Healthy control,% (abundancy),% (abundancy)
10525,11147,630.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,216,Megamonas,158846.0,1.79,0.54,,16S rDNA pyrosequencing,Faeces,Human,1308.0,1179,Healthy control,% (abundancy),% (abundancy)
10526,11148,630.0,Elevated,8,preferred_term,10029883.0,10.0,Obesity,247,Haemophilus,724.0,1.96,0.32,,16S rDNA pyrosequencing,Faeces,Human,1308.0,1179,Healthy control,% (abundancy),% (abundancy)
10527,11149,630.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,237,Oscillospira,119852.0,1.61,4.5,,16S rDNA pyrosequencing,Faeces,Human,1308.0,1179,Healthy control,% (abundancy),% (abundancy)
10528,11150,630.0,Reduced,8,preferred_term,10029883.0,10.0,Obesity,80,Dialister,39948.0,0.91,4.03,,16S rDNA pyrosequencing,Faeces,Human,1308.0,1179,Healthy control,% (abundancy),% (abundancy)
10529,11151,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,91,Catonella,43996.0,0.7572,0.4715,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10530,11152,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,78,Parvimonas,543311.0,0.4723,0.2197,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10531,11153,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,531,Filifactor,44259.0,0.4387,0.1933,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10532,11154,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,262,Peptococcus,2740.0,0.113,0.0379,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10533,11155,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,1000,Fretibacterium,1434006.0,0.1126,0.0325,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10534,11156,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,1179,Ezakiella,1582879.0,0.0961,0.0133,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10535,11157,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,303,Eubacterium yurii,39498.0,0.0524,0.0268,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10536,11158,631.0,Reduced,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,319,Pseudomonas,286.0,0.1293,0.8807,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10537,11159,631.0,Reduced,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,63,Escherichia,561.0,0.0006,0.1253,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10538,11160,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,1630,Oceanivirga,1824856.0,0.1009,0.0199,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10539,11162,631.0,Elevated,390,preferred_term,10062212.0,55.0,Neisseria gonorrhoeae infection,1631,Peptoanaerobacter,1913599.0,0.081,0.0502,,16S rRNA sequencing,Oropharynx swab,Human,1309.0,1180,Healthy control,% (abundancy),% (abundancy)
10540,11163,632.0,Reduced,142,preferred_term,10064848.0,10.0,Chronic kidney disease,44,Prevotella,59823.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10541,11164,632.0,Reduced,142,preferred_term,10064848.0,10.0,Chronic kidney disease,6,Faecalibacterium prausnitzii,853.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10542,11165,632.0,Reduced,142,preferred_term,10064848.0,10.0,Chronic kidney disease,14,Roseburia,841.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10543,11166,632.0,Elevated,142,preferred_term,10064848.0,10.0,Chronic kidney disease,68,Citrobacter,544.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10544,11167,632.0,Elevated,142,preferred_term,10064848.0,10.0,Chronic kidney disease,1,Lactobacillus,1591.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10545,11168,632.0,Elevated,142,preferred_term,10064848.0,10.0,Chronic kidney disease,676,Coprobacillus,100883.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10546,11169,632.0,Elevated,142,preferred_term,10064848.0,10.0,Chronic kidney disease,124,Anaerotruncus,244127.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10547,11170,632.0,Elevated,142,preferred_term,10064848.0,10.0,Chronic kidney disease,137,Ruminococcus torques,33039.0,,,,16S rRNA sequencing,Faeces,Human,1310.0,1181,Healthy control,,
10548,11171,633.0,Reduced,51,preferred_term,10040767.0,10.0,Sj̦gren Syndrome,214,Blautia,572511.0,,,0.041,16S rRNA sequencing,Faeces,Human,1311.0,1182,Healthy control,p-value,
10549,11172,633.0,Reduced,51,preferred_term,10040767.0,10.0,Sj̦gren Syndrome,236,Dorea,189330.0,,,0.025,16S rRNA sequencing,Faeces,Human,1311.0,1182,Healthy control,p-value,
10550,11173,633.0,Reduced,51,preferred_term,10040767.0,10.0,Sj̦gren Syndrome,1345,Agathobacter,1766253.0,,,0.035,16S rRNA sequencing,Faeces,Human,1311.0,1182,Healthy control,p-value,
10551,11174,633.0,Reduced,51,preferred_term,10040767.0,10.0,Sj̦gren Syndrome,33,Bifidobacterium,41200.0,,,0.025,16S rRNA sequencing,Faeces,Human,1311.0,1182,Healthy control,p-value,
10552,11175,633.0,Elevated,51,preferred_term,10040767.0,10.0,Sj̦gren Syndrome,35,Veillonella,29465.0,,,0.045,16S rRNA sequencing,Faeces,Human,1311.0,1182,Healthy control,p-value,
10553,11176,633.0,Elevated,391,preferred_term,10013774.0,10.0,Dry eye syndrome,35,Veillonella,29465.0,,,0.045,16S rRNA sequencing,Faeces,Human,1312.0,1182,Healthy control,p-value,
10554,11177,633.0,Reduced,391,preferred_term,10013774.0,10.0,Dry eye syndrome,54,Subdoligranulum,292632.0,,,0.035,16S rRNA sequencing,Faeces,Human,1312.0,1182,Healthy control,p-value,
10555,11178,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,317,Acinetobacter,469.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10556,11179,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,238,Ralstonia,48736.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10557,11180,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,1368,Leptothrix,88.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10558,11181,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,312,Sphingomonas,13687.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10559,11182,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,324,Ochrobactrum,528.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10560,11183,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,488,Afipia,1033.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10561,11184,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,246,Leptotrichia,32067.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10562,11185,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,431,Oribacterium,265975.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10563,11186,634.0,Elevated,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,228,Moryella,437755.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10564,11187,634.0,Reduced,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,616,Alloprevotella,1283313.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10565,11188,634.0,Reduced,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,92,Aggregatibacter,416916.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10566,11189,634.0,Reduced,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,330,Klebsiella,570.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10567,11190,634.0,Reduced,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,77,Fusobacterium,68766.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10568,11191,634.0,Reduced,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,78,Parvimonas,543311.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10569,11192,634.0,Reduced,159,preferred_term,10054263.0,5.0,Helicobacter pylori infection,262,Peptococcus,2740.0,,,,16S rRNA sequencing,Saliva,Human,1313.0,1183,Healthy control,,
10570,11193,635.0,Elevated,280,preferred_term,10014778.0,142.0,Endometriosis,387,Lactobacillus iners,147802.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10571,11194,635.0,Elevated,280,preferred_term,10014778.0,142.0,Endometriosis,473,Aerococcus,1375.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10572,11195,635.0,Elevated,280,preferred_term,10014778.0,142.0,Endometriosis,44,Prevotella,59823.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10573,11196,635.0,Elevated,280,preferred_term,10014778.0,131.0,Endometriosis,496,Arthrobacter,1663.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10574,11197,635.0,Elevated,280,preferred_term,10014778.0,131.0,Endometriosis,871,Sphingobium,165695.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10575,11198,635.0,Elevated,280,preferred_term,10014778.0,131.0,Endometriosis,668,Comamonadaceae,80864.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10576,11199,635.0,Elevated,280,preferred_term,10014778.0,131.0,Endometriosis,759,Delftia,80865.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10577,11200,635.0,Elevated,280,preferred_term,10014778.0,131.0,Endometriosis,1633,Pseudomonas viridiflava,33069.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10578,11201,635.0,Elevated,280,preferred_term,10014778.0,131.0,Endometriosis,1632,Vagococcus,2737.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10579,11202,635.0,Elevated,280,preferred_term,10014778.0,150.0,Endometriosis,871,Sphingobium,165695.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10580,11203,635.0,Elevated,280,preferred_term,10014778.0,150.0,Endometriosis,759,Delftia,80865.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10581,11204,635.0,Elevated,280,preferred_term,10014778.0,150.0,Endometriosis,1633,Pseudomonas viridiflava,33069.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10582,11205,635.0,Elevated,280,preferred_term,10014778.0,150.0,Endometriosis,317,Acinetobacter,469.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10583,11206,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,871,Sphingobium,165695.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10584,11207,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,312,Sphingomonas,13687.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10585,11208,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,589,Pseudomonadaceae,135621.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10586,11209,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,1282,Erysipelothrix,1647.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10587,11210,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,253,Micrococcaceae,1268.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10588,11211,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,1632,Vagococcus,2737.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
10589,11212,635.0,Elevated,280,preferred_term,10014778.0,149.0,Endometriosis,504,Dysgonomonas,156973.0,,,,16S rRNA sequencing,Vaginal swab,Human,1314.0,1184,Healthy control,,
